Name,Description,Headquarter,Industries,Website,Linkedin
Citrix Startup Accelerator,Citrix Startup Accelerator is an early-stage investor that invests in enterprise start-ups.,"Santa Clara, California, United States","Finance, Financial Services, FinTech",citrixstartupaccelerator.com,None
Flex Lab IX,Flex Lab IX is creating the world’s largest hardware ecosystem,"San Jose, California, United States",Hardware,flextronicslabix.com,None
Ethereum Classic Labs,Ethereum Classic Blockchain Startup Incubator.,"San Francisco, California, United States","Blockchain, Communities",None,https://www.linkedin.com/company/etclabs
Startup Farm,Startup Farm is an accelerator THAT focuseS on Latin American startups.,"São Paulo, Sao Paulo, Brazil","EdTech, Education, Events, FinTech, Health Care, Information Technology, Retail Technology, Venture Capital, Wealth Management, Wellness",www.startup.farm/,http://www.linkedin.com/company/startup-farm/
BnL Start Partners,BnL Start Partners is a B2B focused incubator,"Miskolc, Miskolc, Hungary",FinTech,bnlstart.com/,https://www.linkedin.com/company/16168032
OXO Labs Ltd.,"OXO Labs is an accelerator, scaling startups from the CEE region to global markets.","Budapest, Budapest, Hungary",Venture Capital,oxolabs.eu/,https://www.linkedin.com/company/oxo-labs-ltd-
Virgin Media Accelerator,Virgin Media Accelerator is a product and solution provider company.,"London, England, United Kingdom",Internet of Things,None,None
Agile Accelerator,Agile Accelerator is an accelerator that invest in the energy sector.,"Essen, Nordrhein-Westfalen, Germany","Energy, Finance, Financial Services",www.eon-agile.com,https://www.linkedin.com/company/e-on-agile
Betaspring,Betaspring offers a mentorship-driven providence-based accelerator program for technology and design startups.,"Providence, Rhode Island, United States","Automotive, Education, Incubators, Internet, Mobile",betaspring.com,http://www.linkedin.com/company/324514
GAN Ventures,GAN Ventures is the investment arm of the Global Accelerator Network,"Denver, Colorado, United States","Greater Denver Area, Western US",gan.co/engage/ventures/,https://www.linkedin.com/company/2734058?trk=prof-exp-company-name
Sputnik ATX,"Sputnik ATX is a VC fund and startup accelerator based in Austin, TX.","Austin, Texas, United States","Consulting, Finance, Venture Capital",www.sputnikatx.com,https://www.linkedin.com/company/25023906/
ICONYC labs,ICONYC is a value-add investor and accelerator focused on helping early stage Israeli startups cut time to the US market.,"New York, New York, United States","Finance, Financial Services, Incubators, Information Technology, Marketing",iconyclabs.com/,https://www.linkedin.com/company/iconyc-labs/
Collider,Collider is a supercharging startups and accelerating brands dedicated to marketing and advertising tech startups.,"London, England, United Kingdom","Advertising, Marketing, SaaS, Sales",www.collider.io,https://www.linkedin.com/company/collideraccelerator/
HealthInc,"HealthInc is a health tech accelerator based in Amsterdam, the Netherlands at the AHTC.","Amsterdam, Noord-Holland, The Netherlands",Health Care,healthinc.io,None
Accelerating Asia,Accelerating Asia is a network of startup accelerators and an early stage venture capital fund,"Singapore, Central Region, Singapore",Financial Services,acceleratingasia.com/,https://www.linkedin.com/company/acceleratingasia/
Target Accelerator,Target Accelerator is a company providing an intensive program for startups to transform the global retail industry.,"Bangalore, Karnataka, India","Financial Services, Retail, Venture Capital",targetaccelerators.com/apply-now/,None
Launchpad LA,Launchpad LA is a California-based startup accelerator and seed fund specialized in investments in startups.,"Santa Monica, California, United States",Incubators,launchpad.la,https://www.linkedin.com/company/launchpad-la/about/
Startup Sesame,"Startup Sesame is an alliance of European tech events, helping scale-ups, investors, and corporates to engage with the startup ecosystem.","Paris, Ile-de-France, France","Business Development, Events, Information Technology, Network Security",www.startupsesame.com/,https://www.linkedin.com/company/startup-sesame/
Highway1,"Highway1, a division of PCH, is a hardware startup accelerator based in San Francisco.","San Francisco, California, United States","Electronics, Hardware, Manufacturing, Product Design",highway1.io/,http://www.linkedin.com/company/3238699
Zero Gravity,We are a B2B startup acceleration program that helps founders and teams to focus on what really matters: Make Meaning to Make Money.,"Lisbon, Lisboa, Portugal","Banking, Communities, Education, Insurance, Internet",None,https://www.linkedin.com/company/18298843/
FinTech Sandbox,Enabling FinTech entrepreneurs to build robust products through free access to quality financial data.,"Boston, Massachusetts, United States","Financial Services, FinTech, Non Profit",fintechsandbox.org/,https://www.linkedin.com/company/fintech-sandbox
Superangel,Early stage investments & company building from entrepreneurs to entrepreneurs,"Tallinn, Harjumaa, Estonia","Finance, Financial Services, Venture Capital",superangel.eu/,https://www.linkedin.com/company/superangel.io/
3Lines,3Lines is a multi-region venture fund with a focus of advanced software technology in USA and in India.,"Greenwood Village, Colorado, United States","Artificial Intelligence, Cyber Security, Internet of Things, SaaS, Venture Capital",3lines.vc/,None
Queen City Fintech,Queen City Fintech is a fintech-exclusive accelerator program that leverages its extensive network within the financial services sector.,"Charlotte, North Carolina, United States","Finance, Financial Services, FinTech, InsurTech, Venture Capital",www.qcfintech.co/,https://www.linkedin.com/in/danielroselli
Next Media Accelerator,Next Media Accelerator is a pan-European startup program for innovation in media & marketing.,"Hamburg, Hamburg, Germany","Communities, Incubators, Journalism, Media and Entertainment",www.nma.vc/,https://www.linkedin.com/company/next-media-accelerator/
Space3ac,Space3ac is acceleration program connecting technology startups with corporations in reversed innovation model,"Gdansk, Pomorskie, Poland","Coworking, Logistics, Smart Cities, Software, Transportation",www.space3.ac/,https://www.linkedin.com/company/space3ac/
StartFast,"StartFast is a value-add pre-seed venture firm that makes 5 new investments each year in Saas, ecommerce, marketplace, and IoT businesses.","Syracuse, New York, United States","Financial Services, Venture Capital",startfast.net,http://www.linkedin.com/company/startfast
SpinLab - The HHL Accelerator,SpinLab – The HHL Accelerator supports the growth of entrepreneurial and innovative teams who want to scale up their businesses.,"Leipzig, Sachsen, Germany","Automotive, Digital Media, Energy, Energy Management, Health Care, Information and Communications Technology (ICT), Internet of Things",spinlab.co/,https://www.linkedin.com/company/spinlab---the-hhl-accelerator/
The Morpheus,The Morpheus is a community-driven investment initiative focused on early-stage startups in India.,"Chandigarh, Chandigarh, India",Incubators,www.themorpheus.com,http://www.linkedin.com/company/the-morpheus
ABC Accelerator,ABC Accelerator is the private acceleration group dedicated to the best entrepreneurs from all over the world.,"Ljubljana, Ljubljana Urban Commune, Slovenia","Blockchain, Communications Infrastructure, E-Commerce, Energy, Innovation Management, Insurance, Logistics, Professional Networking, Telecommunications, Tourism",www.abc-accelerator.com,https://www.linkedin.com/company/6403718
India Accelerator,India Accelerator runs mentorship-driven acceleration programs for start ups.,"Gurgaon, Haryana, India","Communities, Coworking, Incubators",None,https://www.linkedin.com/company/india-accelerator/
Global Sports Venture Studio,The GSVS with the LA Dodgers and R/GA brings together industry leaders and emerging players to shape the future of the industry.,"New York, New York, United States","Digital Entertainment, Health Care, Sports",www.globalsportsventurestudio.com/,None
Kinetic Investments,Kinetic Investments is a start-up investment company that provides entrepreneurs with the capital and support to create companies.,"London, England, United Kingdom","Jan 1, 2016",ki.uk/,https://www.linkedin.com/company/kinetic-investments/
Virtual Force Inc.,"Virtual Force is a company that helps startups and engineering teams design, develop, and deliver products at high speed and quality.","New York, New York, United States","Artificial Intelligence, Electronics, Information Technology, Internet, Product Design",None,http://www.linkedin.com/company/virtual-force
Telluride Venture Accelerator,"Telluride Venture Accelerator, a Colorado-based mentor-driven company, offers seed funding, co-working space, and networking opportunities.","Telluride, Colorado, United States","Education, Energy, Health Care, Organic Food, Recreation, Tourism, Water",www.tellurideva.com,http://www.linkedin.com/company/telluride-venture-accelerator
NEOPLY,NEOPLY is a startup accelerator based in South Korea.,"Bundangdong, Kyonggi-do, South Korea","Angel Investment, Blockchain, Consulting, Finance, Incubators, Information Technology, Internet, Venture Capital",None,None
88mph.ac,88mph invests in early-stage web and mobile companies in the African market.,"Nairobi, Nairobi Area, Kenya","Financial Services, Mobile, Web Browsers",www.88mph.ac,https://in.linkedin.com/company/88mph-ac
VertueLab,VertueLab is a climate impact accelerator.,"Portland, Oregon, United States","CleanTech, Non Profit, Sustainability",None,https://www.linkedin.com/company/vertuelab
Eli Global LLC,Eli Global LLC is an international information and financial services company.,"Durham, North Carolina, United States",Financial Services,www.eliglobal.com/,https://www.linkedin.com/company/eli-global
DIFC FinTech Hive,DIFC FinTech Hive connects startups with the region's largest financial industry stakeholders and institutions.,"Dubai, Dubai, United Arab Emirates","Financial Services, FinTech, Professional Networking",fintechhive.difc.ae/,https://www.linkedin.com/company/13251018
The Refiners,The Refiners is a San Francisco-based seed fund program devoted to helping world-class entrepreneurs thrive in Silicon Valley.,"San Francisco, California, United States","Asset Management, Business Development, Financial Services",www.therefiners.co/,https://www.linkedin.com/company/the-refiners/
